1, c_00001, Rebecca Lawrence, 421, Sharpie pens, School Items, 1, $2.0, 2021-09-08 16:30:06, United States, Tacoma, Tesco, Cash, 42176, Y, 
one hundred and seventy-fourth, c_00174, Jennifer Collins, 103, Microwaves, Technology, 10, $1600.0, 2021-11-10 18:04:10, United States, Port St. Lucie, Tesco, Internet Banking, 98865, Y, 
175, c_00175, Howard Mueller, 109, TVs, Technology, 1, $1200.0, 2021-06-09 16:59:38, United States, Huntsville, Tesco, Cash, 34046, Y, 
176, c_00176, Nicole Martin, 216, Coats, Clothes, 3, $60.0, 2021-03-14 09:43:38, United States, Fort Lauderdale, Tesco, Gift card, 95933, Y, 
177, c_00177, Lindsay Crawford, 412, Uniforms, School Items, 1, $20.0, 2021-11-02 08:14:08, United States, Glendale, bazos, Internet Banking, 94596, Y, 
178, c_00178, Grant Weaver, 205, Socks, Clothes, 10, $50.0, 2021-11-25 13:25:59, United States, Chesapeake, Tesco, Internet Banking, 26035, Y, 
179, c_00179, Ryan Bolton, 222, Earrings, Clothes, 2, $160.0, 2021-12-18 09:50:25, United States, Garden Grove, Tesco, Internet Banking, 26142, Y, 
180, c_00180, David Hill, 106, Drones, Technology, 9, $450.0, 2021-04-23 11:59:33, United States, Phoenix, Tesco, Internet Banking, 98554, Y, 
181, c_00181, Randall Garcia, 216, Coats, Clothes, 5, $100.0, 2021-12-22 11:03:08, United States, Santa Clarita, Tesco, Internet Banking, 99712, Y, 
182, c_00182, Eric Johnson, 112, Smart fridges, Technology, 5, $1745.0, 2021-12-22 11:03:08, United States, Cary, Tesco, Internet Banking, 35882, N, Account locked
183, c_00183, Andrew Mendoza, 313, Cupboard, Furniture, 3, $270.0, 2021-03-20 17:54:18, United States, Orlando, Tesco, Gift card, 56098, Y, 
184, c_00184, Ana Davis, 117, Fridges, Technology, 6, $1620.0, 2021-10-12 12:14:41, United States, Pittsburgh, Tesco, Cash, 80356, N, Insufficent funds
185, c_00185, Christopher Stanley, 202, Shoes, Clothes, 2, $120.0, 2021-12-03 08:04:41, United States, Mobile, Amazon, Cash, 93892, N, Insufficent funds
186, c_00186, Melissa Faulkner, 309, Beds, Furniture, 10, $5000.0, 2021-12-16 19:42:38, United States, Cleveland, Aldi, Card, 88371, Y, 
187, c_00187, Jason Fischer, 302, Recliners, Furniture, 3, $495.0, 2021-06-20 17:19:34, United States, Little Rock, Tesco, Gift card, 28175, Y, 
188, c_00188, Amanda Nelson, 120, Virtual Assistant, Technology, 10, $1790.0, 2021-02-28 09:21:57, United States, Bayamon, Tesco, Gift card, 43819, Y, 
189, c_00189, Robert Anderson, 211, Glasses, Clothes, 3, $177.0, 2021-07-12 20:32:57, United States, Corpus Christi, Tesco, Electronic, 81128, N, Account locked
190, c_00190, Samantha Anderson, 102, Phones, Technology, 3, $1800.0, 2021-07-12 20:32:57, United States, Birmingham, Tesco, Card, 81576, N, Invalid CVV
one hundred and ninety-first, c_00191, John Lee, 314, Cradle, Furniture, 2, $258.0, 2021-11-07 13:38:04, United States, Shreveport, Amazon, Internet Banking, 60349, Y, 
192, c_00192, Traci Downs, 419, Lunch Bags, School Items, 8, $56.0, 2021-12-28 20:14:33, United States, Torrance, Tesco, Card, 75297, N, Invalid card number
193, c_00193, Angela Lee, 415, Pens, School Items, 8, $12.0, 2021-12-28 20:14:33, United States, Brownsville, Tesco, Cash, 30881, Y, 
194, c_00194, Brandon Dunn, 304, Cabinets, Furniture, 3, $240.0, 2021-07-12 19:57:13, United States, Albuquerque, Tesco, Cash, 20476, Y, 
195, c_00195, Sierra Caldwell, 314, Cradle, Furniture, 4, $516.0, 2021-11-01 14:03:22, United States, Modesto, Tesco, Card, 74261, Y, 
one hundred and ninety-sixth, c_00196, Anthony Cantu, 205, Socks, Clothes, 10, $50.0, 2021-10-07 10:57:08, United States, Tucson, Tesco, Gift card, 79146, N, Insufficent funds
197, c_00197, Sarah Smith, 311, Ottoman, Furniture, 10, $500.0, 2021-10-07 10:57:08, United States, Pomona, Tesco, Internet Banking, 10188, Y, 
198, c_00198, Brittany Wright, 306, Bookcase, Furniture, 6, $900.0, 2021-12-08 13:07:14, United States, Lexington, Amazon, Gift card, 29271, Y, 
199, c_00199, Elizabeth Schmidt, 211, Glasses, Clothes, 3, $177.0, 2021-10-19 16:57:48, United States, Joliet, Tesco, Gift card, 23898, Y, 
200, c_00200, Denise Foster, 307, Dresser, Furniture, 8, $960.0, 2021-12-05 12:54:57, United States, Toledo, Amazon, Cash, 22764, Y, 
201, c_00201, Sara Ho, 302, Recliners, Furniture, 8, $1320.0, 2021-12-05 12:54:57, United States, Peoria, Amazon, Electronic, 83130, N, Account locked
202, c_00202, Amanda Rogers, 118, Monitors, Technology, 4, $600.0, 2021-10-21 13:14:32, United States, Aurora, Tesco, Gift card, 17069, Y, 
203, c_00203, Jacqueline Stewart, 313, Cupboard, Furniture, 9, $810.0, 2021-12-27 20:40:14, United States, Fresno, Amazon, Card, 53950, Y, 
204, c_00204, Aaron Maynard, 307, Dresser, Furniture, 5, $600.0, 2021-12-09 08:35:28, United States, Henderson, Amazon, Electronic, 46810, N, Account locked
205, c_00205, Shawna Spears, 300, Chairs, Furniture, 2, $120.0, 2021-12-23 17:58:34, United States, Santa Ana, Tesco, Card, 52099, Y, 
206, c_00206, Karla Harrington, 221, Scarves, Clothes, 2, $36.0, 2021-12-23 17:58:34, United States, Miami, Tesco, Cash, 47048, N, Insufficent funds
207, c_00207, Holly Price, 311, Ottoman, Furniture, 10, $500.0, 2021-03-11 11:25:20, United States, Glendale, Tesco, Gift card, 50679, Y, 
208, c_00208, James Ramirez, 218, Briefs, Clothes, 6, $30.0, 2021-12-13 19:08:56, United States, Los Angeles, Amazon, Gift card, 92528, Y, 
209, c_00209, Jessica Rhodes, 115, USB, Technology, 6, $90.0, 2021-12-13 19:08:56, United States, Baton Rouge, Amazon, Card, 53183, Y, 
210, c_00210, Lisa Johnson, 226, Watch, Clothes, 10, $600.0, 2021-12-21 18:43:50, United States, Pasadena, Amazon, Electronic, 91110, Y, 
211, c_00211, Joseph Ellis, 304, Cabinets, Furniture, 2, $160.0, 2021-11-05 15:45:52, United States, Newport News, Tesco, Card, 29122, Y, 
212, c_00212, Teresa Lam, 113, Mouse, Technology, 2, $160.0, 2021-11-05 15:45:52, United States, Amarillo, Tesco, Electronic, 86777, Y, 
213, c_00213, Patricia Wilkins, 409, Crayons, School Items, 6, $18.0, 2021-11-08 17:19:42, United States, Tacoma, Mediamarkt, Electronic, 98391, Y, 
214, c_00214, Jane Spencer, 307, Dresser, Furniture, 3, $360.0, 2021-08-02 12:15:07, United States, Cape Coral, Tesco, Gift card, 10881, N, Insufficent funds
215, c_00215, Monica Mullen, 105, Electronic Locks, Technology, 4, $340.0, 2021-09-24 09:57:41, United States, Shreveport, Tesco, Gift card, 40777, Y, 
216, c_00216, Nicole Nunez, 203, Sandals, Clothes, 8, $240.0, 2021-11-24 19:15:55, United States, Virginia Beach, Tesco, Cash, 11693, Y, 
217, c_00217, Emily Cuevas, 405, Textbooks, School Items, 7, $455.0, 2021-05-25 12:41:37, United States, Tulsa, Tesco, Cash, 11371, Y, 
218, c_00218, Melinda Chang, 218, Briefs, Clothes, 6, $30.0, 2021-12-26 11:30:29, United States, Arlington, Aldi, Gift card, 88561, N, Insufficent funds
219, c_00219, Joshua Lewis, 405, Textbooks, School Items, 9, $585.0, 2021-08-09 16:48:03, United States, Los Angeles, Tesco, Gift card, 76447, Y, 
two hundred and twentieth, c_00220, Anthony Osborne, 412, Uniforms, School Items, 8, $160.0, 2021-12-16 19:20:48, United States, Cincinnati, Amazon, Cash, 22029, Y, 
221, c_00221, Matthew Castaneda, 212, Sunglasses, Clothes, 6, $474.0, 2021-10-27 11:49:48, United States, Sioux Falls, Tesco, Gift card, 63602, Y, 
two hundred and twenty-second, c_00222, Daniel Mcknight, 414, Notepads, School Items, 3, $9.0, 2021-12-20 20:53:16, United States, Birmingham, bazos, Electronic, 18283, Y, 
223, c_00223, Tasha Lamb, 414, Notepads, School Items, 5, $15.0, 2021-09-14 19:56:27, United States, El Paso, Tesco, Gift card, 69471, Y, 
224, c_00224, Wendy Romero, 417, Pencil Pouch, School Items, 5, $25.0, 2021-09-14 19:56:27, United States, Lakewood, Tesco, Cash, 24682, Y, 
225, c_00225, Paige Evans, 212, Sunglasses, Clothes, 6, $474.0, 2021-03-14 16:56:07, United States, Fort Worth, Tesco, Gift card, 49815, Y, 
226, c_00226, Hannah Potter, 307, Dresser, Furniture, 6, $720.0, 2021-03-14 16:56:07, United States, Killeen, Tesco, Internet Banking, 70973, Y, 
227, c_00227, Kristin May, 409, Crayons, School Items, 5, $15.0, 2021-09-05 08:41:50, United States, Milwaukee, Amazon, Gift card, 76403, Y, 
228, c_00228, Sarah Robinson, 102, Phones, Technology, 5, $3000.0, 2021-09-05 08:41:50, United States, Jackson, Amazon, Cash, 77997, Y, 
229, c_00229, Claudia Flynn, 306, Bookcase, Furniture, 4, $600.0, 2021-11-22 19:21:40, United States, New York, Tesco, Internet Banking, 62159, N, Account locked
230, c_00230, Brenda Johnson, 101, Hard Drives, Technology, 4, $500.0, 2021-12-04 09:32:24, United States, Oceanside, Tesco, Gift card, 75381, Y, 
231, c_00231, Michael King, 405, Textbooks, School Items, 10, $650.0, 2021-12-28 13:57:58, United States, Garland, Amazon, Gift card, 47164, Y, 
232, c_00232, Larry Knight, 418, Glue Stick, School Items, 2, $2.0, 2021-10-01 12:38:19, United States, Henderson, alza.cz, Electronic, 69351, N, Account locked
233, c_00233, Louis Woods, 306, Bookcase, Furniture, 9, $1350.0, 2021-10-17 14:08:56, United States, Elk Grove, Tesco, Card, 77745, Y, 
234, c_00234, Kyle Nichols, 108, Tablets, Technology, 5, $3000.0, 2021-10-25 17:45:38, United States, Fontana, Amazon, Card, 11369, Y, 
235, c_00235, Ricky Blair, 311, Ottoman, Furniture, 5, $250.0, 2021-10-25 17:45:38, United States, Chattanooga, Amazon, Electronic, 77419, N, Account locked
two hundred and thirty-sixth, c_00236, Mary Francis, 206, Swimwear, Clothes, 6, $174.0, 2021-06-20 12:48:10, United States, Anaheim, Tesco, Electronic, 42094, N, Account locked
237, c_00237, Courtney Sims, 423, Index cards, School Items, 5, $10.0, 2021-03-28 18:41:14, United States, Garden Grove, Tesco, Electronic, 69583, Y, 
238, c_00238, Bryan Mcdonald, 416, Folders, School Items, 10, $10.0, 2021-12-18 17:53:09, United States, St. Paul, Tesco, Gift card, 70999, Y, 
239, c_00239, Eric Moore, 217, Ties, Clothes, 10, $150.0, 2021-12-18 17:53:09, United States, Toledo, Tesco, Electronic, 71305, Y, 
240, c_00240, James Mclaughlin, 313, Cupboard, Furniture, 1, $90.0, 2021-07-06 10:30:00, United States, Kansas City, Tesco, Cash, 85077, N, Insufficent funds
241, c_00241, Susan Monroe, 214, Suits, Clothes, 1, $120.0, 2021-07-06 10:30:00, United States, Irvine, Tesco, Cash, 96598, Y, 
242, c_00242, Lindsay Russell, 215, Jackets, Clothes, 9, $180.0, 2021-11-17 17:02:03, United States, Hialeah, Mediamarkt, Internet Banking, 50256, N, Account locked
243, c_00243, Rachel Brown, 407, Bags, School Items, 9, $90.0, 2021-11-17 17:02:03, United States, Bayamon, Mediamarkt, Gift card, 52321, Y, 
244, c_00244, Laura Miller, 117, Fridges, Technology, 5, $1350.0, 2021-01-10 19:41:11, United States, Bayamon, Tesco, Card, 59224, Y, 
two hundred and forty-fifth, c_00245, Michael Lee, 216, Coats, Clothes, 9, $180.0, 2021-10-19 09:16:19, United States, Scottsdale, Tesco, Electronic, 84155, Y, 
246, c_00246, Destiny Franklin, 114, Webcam, Technology, 9, $1080.0, 2021-10-19 09:16:19, United States, Vancouver, Tesco, Electronic, 22331, Y, 
247, c_00247, Calvin Bernard, 414, Notepads, School Items, 3, $9.0, 2021-09-21 14:41:45, United States, Murfreesboro, bazos.sk, Gift card, 74293, N, Insufficent funds
248, c_00248, Samantha Garcia, 310, Ladders, Furniture, 9, $207.0, 2021-06-27 11:14:41, United States, Philadelphia, Tesco, Electronic, 58817, Y, 
249, c_00249, Abigail Griffin, 422, Lunchbox, School Items, 7, $49.0, 2021-12-28 19:29:12, United States, Paradise, Tesco, Electronic, 68746, Y, 
250, c_00250, Devon Graham, 414, Notepads, School Items, 1, $3.0, 2021-10-04 10:05:41, United States, Shreveport, Tesco, Card, 50784, Y, 
251, c_00251, Troy Bender, 212, Sunglasses, Clothes, 1, $79.0, 2021-10-04 10:05:41, United States, Alexandria, Tesco, Internet Banking, 27793, Y, 
252, c_00252, Zachary Bass, 313, Cupboard, Furniture, 1, $90.0, 2021-07-16 17:27:59, United States, Lexington, Tesco, Gift card, 44265, Y, 
253, c_00253, Elizabeth Cummings, 305, Clocks, Furniture, 7, $700.0, 2021-12-11 20:08:01, United States, Lubbock, Amazon, Internet Banking, 29167, Y, 
254, c_00254, Courtney Shea, 308, Chest, Furniture, 6, $480.0, 2021-08-09 19:27:19, United States, Chula Vista, Tesco, Cash, 54146, Y, 
255, c_00255, Penny Chandler, 207, Kahkis, Clothes, 9, $135.0, 2021-11-16 16:24:39, United States, Glendale, Tesco, Internet Banking, 84622, Y, 
256, c_00256, Joshua Boyd, 310, Ladders, Furniture, 9, $207.0, 2021-11-16 16:24:39, United States, Tucson, Tesco, Gift card, 51879, N, Insufficent funds
257, c_00257, Jessica Bell, 103, Microwaves, Technology, 9, $1440.0, 2021-10-28 10:55:50, United States, Fontana, Tesco, Internet Banking, 72279, Y, 
258, c_00258, Daniel Oconnell, 207, Kahkis, Clothes, 7, $105.0, 2021-03-16 14:17:37, United States, Denton, Tesco, Cash, 41991, Y, 
259, c_00259, Billy Foster, 120, Virtual Assistant, Technology, 7, $1253.0, 2021-03-16 14:17:37, United States, Fort Worth, Tesco, Internet Banking, 91966, Y, 
260, c_00260, Lauren Johnson, 101, Hard Drives, Technology, 2, $250.0, 2021-06-23 13:29:31, United States, Tucson, Tesco, Cash, 77233, Y, 
261, c_00261, Alexandra Townsend, 114, Webcam, Technology, 4, $480.0, 2021-07-27 14:35:53, United States, Mobile, Tesco, Gift card, 46900, Y, 
262, c_00262, Marie Bryant, 302, Recliners, Furniture, 4, $660.0, 2021-12-10 12:15:46, United States, Baton Rouge, Tesco, Gift card, 68880, Y, 
263, c_00263, Scott Frank, 308, Chest, Furniture, 4, $320.0, 2021-12-10 12:15:46, United States, Visalia, Tesco, Cash, 86350, Y, 
264, c_00264, Patrick Frost, 422, Lunchbox, School Items, 1, $7.0, 2021-12-11 12:21:57, United States, Corona, Amazon, Cash, 17978, Y, 
265, c_00265, Jason Garner, 103, Microwaves, Technology, 1, $160.0, 2021-12-11 12:21:57, United States, Denver, Amazon, Cash, 76562, Y, 
266, c_00266, Lisa Boyd, 303, Tables, Furniture, 5, $1750.0, 2021-11-15 19:02:15, United States, Fort Wayne, Tesco, Electronic, 43216, Y, 
267, c_00267, Shelly Ray, 217, Ties, Clothes, 6, $90.0, 2021-12-14 14:48:05, United States, Corona, Aldi, Gift card, 83200, Y, 
268, c_00268, Karen Mills, 408, Rulers, School Items, 6, $12.0, 2021-12-14 14:48:05, United States, El Paso, Aldi, Card, 18240, Y, 
269, c_00269, Cody Figueroa, 414, Notepads, School Items, 10, $30.0, 2021-07-04 18:46:43, United States, Escondido, Tesco, Electronic, 10132, N, Account locked
270, c_00270, Shane Simmons, 314, Cradle, Furniture, 10, $1290.0, 2021-07-04 18:46:43, United States, Grand Rapids, Tesco, Card, 30142, Y, 
271, c_00271, Chase Cruz, 302, Recliners, Furniture, 5, $825.0, 2021-04-18 13:04:22, United States, Montgomery, Tesco, Gift card, 60619, Y, 
272, c_00272, Leah Perez, 200, Jeans, Clothes, 7, $203.0, 2021-10-02 11:41:16, United States, Paterson, Tesco, Internet Banking, 89057, Y, 
273, c_00273, William Vargas, 308, Chest, Furniture, 1, $80.0, 2021-11-07 12:05:29, United States, Salem, Tesco, Gift card, 99482, Y, 
two hundred and seventy-fourth, c_00274, Michael Garcia, 218, Briefs, Clothes, 3, $15.0, 2021-09-18 19:11:25, United States, Grand Rapids, Tesco, Gift card, 93757, N, Insufficent funds
275, c_00275, Martin Murphy, 206, Swimwear, Clothes, 4, $116.0, 2021-09-18 12:58:45, United States, Chula Vista, Tesco, Internet Banking, 92776, Y, 
276, c_00276, Samuel Nelson, 216, Coats, Clothes, 10, $200.0, 2021-08-10 15:49:01, United States, Los Angeles, Tesco, Cash, 83653, N, Insufficent funds
277, c_00277, Allison Ford, 422, Lunchbox, School Items, 6, $42.0, 2021-09-12 12:11:13, United States, North Las Vegas, Tesco, Card, 64504, N, Invalid card number
278, c_00278, Brandy Robinson, 103, Microwaves, Technology, 4, $640.0, 2021-11-13 13:06:15, United States, St. Paul, Tesco, Electronic, 88895, Y, 
279, c_00279, Julie Taylor, 109, TVs, Technology, 4, $4800.0, 2021-11-13 13:06:15, United States, Santa Rosa, Tesco, Internet Banking, 53051, Y, 
280, c_00280, Julie Jackson, 414, Notepads, School Items, 6, $18.0, 2021-12-23 16:38:30, United States, Escondido, Aldi, Electronic, 58449, Y, 
281, c_00281, Samuel Wilkinson, 204, Formal Wear, Clothes, 1, $120.0, 2021-11-13 10:39:07, United States, Bridgeport, Tesco, Cash, 28283, Y, 
282, c_00282, Robert Novak, 103, Microwaves, Technology, 1, $160.0, 2021-11-13 10:39:07, United States, Nashville, Tesco, Electronic, 15165, N, Account locked
283, c_00283, Raymond Smith, 101, Hard Drives, Technology, 9, $1125.0, 2021-11-06 13:10:56, United States, Denton, Amazon, Card, 45433, Y, 
284, c_00284, Jane Swanson, 100, Laptops, Technology, 1, $450.0, 2021-03-20 15:05:46, United States, Salt Lake City, Tesco, Card, 31054, N, Invalid zip code
285, c_00285, Stacy Brown, 213, Tracksuit, Clothes, 3, $147.0, 2021-04-19 20:05:18, United States, Frisco, Tesco, Cash, 87432, Y, 
286, c_00286, Heather Stevens, 307, Dresser, Furniture, 2, $240.0, 2021-10-23 18:36:00, United States, St. Louis, Tesco, Electronic, 14488, Y, 
287, c_00287, Mark Sanchez, 315, Grandfather clock, Furniture, 8, $4000.0, 2021-01-11 19:45:19, United States, Riverside, Tesco, Cash, 20034, Y, 
288, c_00288, Robin Rodriguez, 302, Recliners, Furniture, 10, $1650.0, 2021-06-07 11:01:29, United States, Pembroke Pines, Tesco, Card, 70974, N, Invalid card number
289, c_00289, Rebecca Mcdowell, 213, Tracksuit, Clothes, 10, $490.0, 2021-06-07 11:01:29, United States, Joliet, Tesco, Gift card, 83533, Y, 
290, c_00290, Samuel Franklin, 407, Bags, School Items, 6, $60.0, 2021-06-10 12:43:13, United States, Augusta, Tesco, Gift card, 59923, Y, 
291, c_00291, Aaron Moore, 411, Calculators, School Items, 5, $300.0, 2021-12-14 15:04:07, United States, Peoria, Mediamarkt, Card, 34097, N, Invalid card number
292, c_00292, Rebecca Graham, 313, Cupboard, Furniture, 2, $180.0, 2021-11-28 16:18:42, United States, Honolulu, Tesco, Cash, 52898, Y, 
293, c_00293, Megan Garner, 224, Wallet, Clothes, 2, $130.0, 2021-11-28 16:18:42, United States, Rochester, Tesco, Internet Banking, 34332, Y, 
294, c_00294, Seth Hancock, 101, Hard Drives, Technology, 10, $1250.0, 2021-07-10 11:12:27, United States, Kent, Tesco, Cash, 50501, N, Insufficent funds
295, c_00295, Sarah Alexander, 316, Shelves, Furniture, 7, $210.0, 2021-05-04 17:24:05, United States, Pasadena, Tesco, Internet Banking, 97960, N, Account locked
296, c_00296, Jason Lane, 223, Belts, Clothes, 7, $294.0, 2021-05-04 17:24:05, United States, Madison, Tesco, Gift card, 71878, Y, 
297, c_00297, Robert Lamb, 111, Earbuds, Technology, 2, $240.0, 2021-10-09 12:37:04, United States, Reno, alza.cz, Internet Banking, 21561, N, Account locked
298, c_00298, Noah Howell, 404, Chromebooks, School Items, 6, $720.0, 2021-08-22 15:41:41, United States, Kent, Tesco, Internet Banking, 93875, N, Account locked
299, c_00299, Julia Coleman, 116, Cables, Technology, 6, $180.0, 2021-12-04 08:48:23, United States, Lincoln, Mediamarkt, Electronic, 97975, N, Account locked
300, c_00300, Caitlin Stewart, 405, Textbooks, School Items, 2, $130.0, 2021-10-01 16:25:04, United States, Durham, Tesco, Gift card, 93635, Y, 
301, c_00301, Melanie Leonard, 310, Ladders, Furniture, 9, $207.0, 2021-05-21 11:29:12, United States, Vancouver, Tesco, Card, 61525, Y, 
302, c_00302, Evan Graham, 108, Tablets, Technology, 2, $1200.0, 2021-09-22 10:11:55, United States, Amarillo, Tesco, Electronic, 68733, N, Account locked
303, c_00303, Peter Peterson, 113, Mouse, Technology, 1, $80.0, 2021-11-06 17:22:12, United States, Corpus Christi, Amazon, Electronic, 92518, N, Account locked
304, c_00304, John Greene, 413, Sketchbooks, School Items, 8, $24.0, 2021-12-08 12:22:32, United States, Vancouver, Tesco, Gift card, 47554, Y, 
three hundred and fifth, c_00305, Brianna Baker, 400, Notebooks, School Items, 8, $8.0, 2021-12-08 12:22:32, United States, Bayamon, Tesco, Gift card, 71884, N, Insufficent funds
306, c_00306, Amber Smith, 304, Cabinets, Furniture, 1, $80.0, 2021-12-07 09:50:48, United States, Salinas, Amazon, Gift card, 95420, Y, 
307, c_00307, Debra Bernard, 221, Scarves, Clothes, 4, $72.0, 2021-11-06 08:27:54, United States, Sunnyvale, Tesco, Gift card, 94167, Y, 
